"","Country.Name","Indicator.Code","Year","Users"
"9222","Ukraine","IT.NET.USER.P2","1994",0.01364124561
"9223","Upper middle income","IT.NET.USER.P2","1994",0.02181759268
"9224","Uruguay","IT.NET.USER.P2","1994",0.0624743855
"9225","United States","IT.NET.USER.P2","1994",4.862780635
"9226","Uzbekistan","IT.NET.USER.P2","1994",0
"9227","St. Vincent and the Grenadines","IT.NET.USER.P2","1994",0
"9228","Venezuela, RB","IT.NET.USER.P2","1994",0.05548697776
"9229","British Virgin Islands","IT.NET.USER.P2","1994",0
"9230","Virgin Islands (U.S.)","IT.NET.USER.P2","1994",0.9406452827
"9231","Vietnam","IT.NET.USER.P2","1994",0
"9232","Vanuatu","IT.NET.USER.P2","1994",0
"9233","West Bank and Gaza","IT.NET.USER.P2","1994",0
"9234","World","IT.NET.USER.P2","1994",0.4499596376
"9235","Samoa","IT.NET.USER.P2","1994",0
"9236","Yemen, Rep.","IT.NET.USER.P2","1994",0
"9237","South Africa","IT.NET.USER.P2","1994",0.246905533
"9238","Congo, Dem. Rep.","IT.NET.USER.P2","1994",0
"9239","Zambia","IT.NET.USER.P2","1994",0.006776105284
"9240","Zimbabwe","IT.NET.USER.P2","1994",0.001739279559
"9241","Aruba","IT.NET.USER.P2","1995",0
"9242","Andorra","IT.NET.USER.P2","1995",0
"9243","Afghanistan","IT.NET.USER.P2","1995",0
"9244","Angola","IT.NET.USER.P2","1995",0
"9245","Albania","IT.NET.USER.P2","1995",0.01116869549
"9246","Arab World","IT.NET.USER.P2","1995",0.01702504938
"9247","United Arab Emirates","IT.NET.USER.P2","1995",0.1029391746
"9248","Argentina","IT.NET.USER.P2","1995",0.08627708097
"9249","Armenia","IT.NET.USER.P2","1995",0.05274312331
"9250","American Samoa","IT.NET.USER.P2","1995",0
"9251","Antigua and Barbuda","IT.NET.USER.P2","1995",2.200768802
"9252","Australia","IT.NET.USER.P2","1995",2.759654513
"9253","Austria","IT.NET.USER.P2","1995",1.890210524
"9254","Azerbaijan","IT.NET.USER.P2","1995",0.002055555763
"9255","Burundi","IT.NET.USER.P2","1995",0
"9256","Belgium","IT.NET.USER.P2","1995",0.9916629901
"9257","Benin","IT.NET.USER.P2","1995",0
"9258","Burkina Faso","IT.NET.USER.P2","1995",0
"9259","Bangladesh","IT.NET.USER.P2","1995",0
"9260","Bulgaria","IT.NET.USER.P2","1995",0.1196655491
"9261","Bahrain","IT.NET.USER.P2","1995",0.3462058436
"9262","Bahamas, The","IT.NET.USER.P2","1995",0.960030721
"9263","Bosnia and Herzegovina","IT.NET.USER.P2","1995",0
"9264","Belarus","IT.NET.USER.P2","1995",0.002921254375
"9265","Belize","IT.NET.USER.P2","1995",0.04539717993
"9266","Bermuda","IT.NET.USER.P2","1995",6.838163465
"9267","Bolivia","IT.NET.USER.P2","1995",0.06680756828
"9268","Brazil","IT.NET.USER.P2","1995",0.1051381678
"9269","Barbados","IT.NET.USER.P2","1995",0.007752238459
"9270","Brunei Darussalam","IT.NET.USER.P2","1995",1.017080166
"9271","Bhutan","IT.NET.USER.P2","1995",0
"9272","Botswana","IT.NET.USER.P2","1995",0.06452104096
"9273","Central African Republic","IT.NET.USER.P2","1995",0
"9274","Canada","IT.NET.USER.P2","1995",4.163525253
"9275","Central Europe and the Baltics","IT.NET.USER.P2","1995",0.6219306379
"9276","Switzerland","IT.NET.USER.P2","1995",3.552007211
"9277","Channel Islands","IT.NET.USER.P2","1995",0
"9278","Chile","IT.NET.USER.P2","1995",0.3469807814
"9279","China","IT.NET.USER.P2","1995",0.004954709504
"9280","Cote d'Ivoire","IT.NET.USER.P2","1995",0.0002002556063
"9281","Cameroon","IT.NET.USER.P2","1995",0
"9282","Congo, Rep.","IT.NET.USER.P2","1995",0
"9283","Colombia","IT.NET.USER.P2","1995",0.1880467904
"9284","Comoros","IT.NET.USER.P2","1995",0
"9285","Cabo Verde","IT.NET.USER.P2","1995",0
"9286","Costa Rica","IT.NET.USER.P2","1995",0.4168292061
"9287","Caribbean small states","IT.NET.USER.P2","1995",0.1939121079
"9288","Cuba","IT.NET.USER.P2","1995",9.17e-05
"9289","Curacao","IT.NET.USER.P2","1995",0
"9290","Cayman Islands","IT.NET.USER.P2","1995",3.948967193
"9291","Cyprus","IT.NET.USER.P2","1995",0.4101206848
"9292","Czech Republic","IT.NET.USER.P2","1995",1.45357584
"9293","Germany","IT.NET.USER.P2","1995",1.837737754
"9294","Djibouti","IT.NET.USER.P2","1995",0.01603083049
"9295","Dominica","IT.NET.USER.P2","1995",0.5487627365
"9296","Denmark","IT.NET.USER.P2","1995",3.82565642
"9297","Dominican Republic","IT.NET.USER.P2","1995",0.01723360084
"9298","Algeria","IT.NET.USER.P2","1995",0.001768954015
"9299","East Asia & Pacific (excluding high income)","IT.NET.USER.P2","1995",0.01304495669
"9300","Early-demographic dividend","IT.NET.USER.P2","1995",0.04544000876
"9301","East Asia & Pacific","IT.NET.USER.P2","1995",0.2095778973
"9302","Europe & Central Asia (excluding high income)","IT.NET.USER.P2","1995",0.08884551423
"9303","Europe & Central Asia","IT.NET.USER.P2","1995",1.023859739
"9304","Ecuador","IT.NET.USER.P2","1995",0.04383364116
"9305","Egypt, Arab Rep.","IT.NET.USER.P2","1995",0.03131963824
"9306","Euro area","IT.NET.USER.P2","1995",1.702123942
"9307","Eritrea","IT.NET.USER.P2","1995",0
"9308","Spain","IT.NET.USER.P2","1995",0.380800728
"9309","Estonia","IT.NET.USER.P2","1995",2.778968489
"9310","Ethiopia","IT.NET.USER.P2","1995",1.75e-05
"9311","European Union","IT.NET.USER.P2","1995",1.581629039
"9312","Fragile and conflict affected situations","IT.NET.USER.P2","1995",0
"9313","Finland","IT.NET.USER.P2","1995",13.90030389
"9314","Fiji","IT.NET.USER.P2","1995",0.009115342945
"9315","France","IT.NET.USER.P2","1995",1.637947245
"9316","Faroe Islands","IT.NET.USER.P2","1995",0
"9317","Micronesia, Fed. Sts.","IT.NET.USER.P2","1995",0
"9318","Gabon","IT.NET.USER.P2","1995",0
"9319","United Kingdom","IT.NET.USER.P2","1995",1.895168284
"9320","Georgia","IT.NET.USER.P2","1995",0.01183688535
"9321","Ghana","IT.NET.USER.P2","1995",0.0003479175742
"9322","Gibraltar","IT.NET.USER.P2","1995",0
"9323","Guinea","IT.NET.USER.P2","1995",0.0006685894408
"9324","Gambia, The","IT.NET.USER.P2","1995",0.00921754135
"9325","Guinea-Bissau","IT.NET.USER.P2","1995",0
"9326","Equatorial Guinea","IT.NET.USER.P2","1995",0
"9327","Greece","IT.NET.USER.P2","1995",0.7496164775
"9328","Grenada","IT.NET.USER.P2","1995",0
"9329","Greenland","IT.NET.USER.P2","1995",0.05394034198
"9330","Guatemala","IT.NET.USER.P2","1995",0.002998005427
"9331","Guam","IT.NET.USER.P2","1995",0.6595309086
"9332","Guyana","IT.NET.USER.P2","1995",0
"9333","High income","IT.NET.USER.P2","1995",3.665560098
"9334","Hong Kong SAR, China","IT.NET.USER.P2","1995",3.218635643
"9335","Honduras","IT.NET.USER.P2","1995",0.03677525238
"9336","Heavily indebted poor countries (HIPC)","IT.NET.USER.P2","1995",0
"9337","Croatia","IT.NET.USER.P2","1995",0.5140285898
"9338","Haiti","IT.NET.USER.P2","1995",0
"9339","Hungary","IT.NET.USER.P2","1995",0.6774860544
"9340","IBRD only","IT.NET.USER.P2","1995",0.05163834999
"9341","IDA & IBRD total","IT.NET.USER.P2","1995",0.04616056701
"9342","IDA total","IT.NET.USER.P2","1995",0
"9343","IDA blend","IT.NET.USER.P2","1995",0
"9344","Indonesia","IT.NET.USER.P2","1995",0.02610947719
"9345","IDA only","IT.NET.USER.P2","1995",0
"9346","Isle of Man","IT.NET.USER.P2","1995",0
"9347","India","IT.NET.USER.P2","1995",0.02622887881
"9348","Not classified","IT.NET.USER.P2","1995",0
"9349","Ireland","IT.NET.USER.P2","1995",1.108386328
"9350","Iran, Islamic Rep.","IT.NET.USER.P2","1995",0.004179752373
"9351","Iraq","IT.NET.USER.P2","1995",0
"9352","Iceland","IT.NET.USER.P2","1995",11.2158757
"9353","Israel","IT.NET.USER.P2","1995",0.9304229703
"9354","Italy","IT.NET.USER.P2","1995",0.5244127875
"9355","Jamaica","IT.NET.USER.P2","1995",0.1094879855
"9356","Jordan","IT.NET.USER.P2","1995",0.02323392004
"9357","Japan","IT.NET.USER.P2","1995",1.594363148
"9358","Kazakhstan","IT.NET.USER.P2","1995",0.01130235463
"9359","Kenya","IT.NET.USER.P2","1995",0.0007274821628
"9360","Kyrgyz Republic","IT.NET.USER.P2","1995",0
"9361","Cambodia","IT.NET.USER.P2","1995",0
"9362","Kiribati","IT.NET.USER.P2","1995",0
"9363","St. Kitts and Nevis","IT.NET.USER.P2","1995",0
"9364","Korea, Rep.","IT.NET.USER.P2","1995",0.8196866701
"9365","Kosovo","IT.NET.USER.P2","1995",0
"9366","Kuwait","IT.NET.USER.P2","1995",0.2028984331
"9367","Latin America & Caribbean (excluding high income)","IT.NET.USER.P2","1995",0.09882671097
"9368","Lao PDR","IT.NET.USER.P2","1995",0
"9369","Lebanon","IT.NET.USER.P2","1995",0.07161799078
"9370","Liberia","IT.NET.USER.P2","1995",0
"9371","Libya","IT.NET.USER.P2","1995",0
"9372","St. Lucia","IT.NET.USER.P2","1995",0.3056566864
"9373","Latin America & Caribbean","IT.NET.USER.P2","1995",0.110083607
"9374","Least developed countries: UN classification","IT.NET.USER.P2","1995",0
"9375","Low income","IT.NET.USER.P2","1995",0
"9376","Liechtenstein","IT.NET.USER.P2","1995",0
"9377","Sri Lanka","IT.NET.USER.P2","1995",0.005484435829
"9378","Lower middle income","IT.NET.USER.P2","1995",0.02242194572
"9379","Low & middle income","IT.NET.USER.P2","1995",0.03832026811
"9380","Lesotho","IT.NET.USER.P2","1995",0
"9381","Late-demographic dividend","IT.NET.USER.P2","1995",0.05951775714
"9382","Lithuania","IT.NET.USER.P2","1995",0
"9383","Luxembourg","IT.NET.USER.P2","1995",1.590941911
"9384","Latvia","IT.NET.USER.P2","1995",0
"9385","Macao SAR, China","IT.NET.USER.P2","1995",0.2800140857
"9386","St. Martin (French part)","IT.NET.USER.P2","1995",0
"9387","Morocco","IT.NET.USER.P2","1995",0.003710491842
"9388","Monaco","IT.NET.USER.P2","1995",0
"9389","Moldova","IT.NET.USER.P2","1995",0.00345721694
"9390","Madagascar","IT.NET.USER.P2","1995",0
"9391","Maldives","IT.NET.USER.P2","1995",0
"9392","Middle East & North Africa","IT.NET.USER.P2","1995",0.03714385369
"9393","Mexico","IT.NET.USER.P2","1995",0.1025641899
"9394","Marshall Islands","IT.NET.USER.P2","1995",0
"9395","Middle income","IT.NET.USER.P2","1995",0.03978383967
"9396","Macedonia, FYR","IT.NET.USER.P2","1995",0.04074383991
"9397","Mali","IT.NET.USER.P2","1995",0
"9398","Malta","IT.NET.USER.P2","1995",0.2249956986
"9399","Myanmar","IT.NET.USER.P2","1995",0
"9400","Middle East & North Africa (excluding high income)","IT.NET.USER.P2","1995",0.01314405892
"9401","Montenegro","IT.NET.USER.P2","1995",0
"9402","Mongolia","IT.NET.USER.P2","1995",0.008811224795
"9403","Northern Mariana Islands","IT.NET.USER.P2","1995",0
"9404","Mozambique","IT.NET.USER.P2","1995",0
"9405","Mauritania","IT.NET.USER.P2","1995",0
"9406","Mauritius","IT.NET.USER.P2","1995",0
"9407","Malawi","IT.NET.USER.P2","1995",0
"9408","Malaysia","IT.NET.USER.P2","1995",0.1456738367
"9409","North America","IT.NET.USER.P2","1995",8.73682317
"9410","Namibia","IT.NET.USER.P2","1995",0.006172050855
"9411","New Caledonia","IT.NET.USER.P2","1995",0.005179012569
"9412","Niger","IT.NET.USER.P2","1995",0
"9413","Nigeria","IT.NET.USER.P2","1995",0
"9414","Nicaragua","IT.NET.USER.P2","1995",0.03004647761
"9415","Netherlands","IT.NET.USER.P2","1995",6.47315766
"9416","Norway","IT.NET.USER.P2","1995",6.423220493
"9417","Nepal","IT.NET.USER.P2","1995",0.0009248775601
"9418","Nauru","IT.NET.USER.P2","1995",0
"9419","New Zealand","IT.NET.USER.P2","1995",4.88424078
"9420","OECD members","IT.NET.USER.P2","1995",3.348463076
"9421","Oman","IT.NET.USER.P2","1995",0
"9422","Other small states","IT.NET.USER.P2","1995",0
"9423","Pakistan","IT.NET.USER.P2","1995",0.0001227018556
"9424","Panama","IT.NET.USER.P2","1995",0.05612304266
"9425","Peru","IT.NET.USER.P2","1995",0.03341230471
"9426","Philippines","IT.NET.USER.P2","1995",0.02858570182
"9427","Palau","IT.NET.USER.P2","1995",0
"9428","Papua New Guinea","IT.NET.USER.P2","1995",0
"9429","Poland","IT.NET.USER.P2","1995",0.6477523331
"9430","Pre-demographic dividend","IT.NET.USER.P2","1995",0
"9431","Puerto Rico","IT.NET.USER.P2","1995",0.1351027835
"9432","Korea, Dem. People’s Rep.","IT.NET.USER.P2","1995",0
"9433","Portugal","IT.NET.USER.P2","1995",1.494334529
"9434","Paraguay","IT.NET.USER.P2","1995",0
"9435","Pacific island small states","IT.NET.USER.P2","1995",0.02170898055
"9436","Post-demographic dividend","IT.NET.USER.P2","1995",3.750367104
"9437","French Polynesia","IT.NET.USER.P2","1995",0
"9438","Qatar","IT.NET.USER.P2","1995",0.1902095348
"9439","Romania","IT.NET.USER.P2","1995",0.07495275551
"9440","Russian Federation","IT.NET.USER.P2","1995",0.1481510423
"9441","Rwanda","IT.NET.USER.P2","1995",0
"9442","South Asia","IT.NET.USER.P2","1995",0.02247238956
"9443","Saudi Arabia","IT.NET.USER.P2","1995",0.01095613356
"9444","Sudan","IT.NET.USER.P2","1995",0
"9445","Senegal","IT.NET.USER.P2","1995",0.0006928481672
"9446","Singapore","IT.NET.USER.P2","1995",2.873418722
"9447","Solomon Islands","IT.NET.USER.P2","1995",0.02487190967
"9448","Sierra Leone","IT.NET.USER.P2","1995",0
"9449","El Salvador","IT.NET.USER.P2","1995",0
"9450","San Marino","IT.NET.USER.P2","1995",1.362132711
"9451","Somalia","IT.NET.USER.P2","1995",0
"9452","Serbia","IT.NET.USER.P2","1995",0
"9453","Sub-Saharan Africa (excluding high income)","IT.NET.USER.P2","1995",0
"9454","South Sudan","IT.NET.USER.P2","1995",0
"9455","Sub-Saharan Africa","IT.NET.USER.P2","1995",0
"9456","Small states","IT.NET.USER.P2","1995",0
"9457","Sao Tome and Principe","IT.NET.USER.P2","1995",0
"9458","Suriname","IT.NET.USER.P2","1995",0.1147207353
"9459","Slovak Republic","IT.NET.USER.P2","1995",0.5232101634
"9460","Slovenia","IT.NET.USER.P2","1995",2.898985609
"9461","Sweden","IT.NET.USER.P2","1995",5.098024244
"9462","Swaziland","IT.NET.USER.P2","1995",0.001031750044
"9463","Sint Maarten (Dutch part)","IT.NET.USER.P2","1995",0
"9464","Seychelles","IT.NET.USER.P2","1995",0
"9465","Syrian Arab Republic","IT.NET.USER.P2","1995",0
"9466","Turks and Caicos Islands","IT.NET.USER.P2","1995",0
"9467","Chad","IT.NET.USER.P2","1995",0
"9468","East Asia & Pacific (IDA & IBRD countries)","IT.NET.USER.P2","1995",0.01304495669
"9469","Europe & Central Asia (IDA & IBRD countries)","IT.NET.USER.P2","1995",0.1465619869
"9470","Togo","IT.NET.USER.P2","1995",0
"9471","Thailand","IT.NET.USER.P2","1995",0.07482533771
"9472","Tajikistan","IT.NET.USER.P2","1995",0
"9473","Turkmenistan","IT.NET.USER.P2","1995",0
"9474","Latin America & the Caribbean (IDA & IBRD countries)","IT.NET.USER.P2","1995",0.1111695263
"9475","Middle East & North Africa (IDA & IBRD countries)","IT.NET.USER.P2","1995",0.01314405892
"9476","Timor-Leste","IT.NET.USER.P2","1995",0
"9477","Tonga","IT.NET.USER.P2","1995",0.12323112
"9478","South Asia (IDA & IBRD)","IT.NET.USER.P2","1995",0.02247238956
"9479","Sub-Saharan Africa (IDA & IBRD countries)","IT.NET.USER.P2","1995",0
"9480","Trinidad and Tobago","IT.NET.USER.P2","1995",0.1581498992
"9481","Tunisia","IT.NET.USER.P2","1995",0.01119195433
"9482","Turkey","IT.NET.USER.P2","1995",0.08169120532
"9483","Tuvalu","IT.NET.USER.P2","1995",0
"9484","Tanzania","IT.NET.USER.P2","1995",0
"9485","Uganda","IT.NET.USER.P2","1995",0.002863471265
"9486","Ukraine","IT.NET.USER.P2","1995",0.04308398451
"9487","Upper middle income","IT.NET.USER.P2","1995",0.0533620928
"9488","Uruguay","IT.NET.USER.P2","1995",0.3101285824
"9489","United States","IT.NET.USER.P2","1995",9.237088297
"9490","Uzbekistan","IT.NET.USER.P2","1995",0.001527093452
"9491","St. Vincent and the Grenadines","IT.NET.USER.P2","1995",0.1286346221
"9492","Venezuela, RB","IT.NET.USER.P2","1995",0.1222148481
"9493","British Virgin Islands","IT.NET.USER.P2","1995",0
"9494","Virgin Islands (U.S.)","IT.NET.USER.P2","1995",2.801957634
"9495","Vietnam","IT.NET.USER.P2","1995",0
"9496","Vanuatu","IT.NET.USER.P2","1995",0
"9497","West Bank and Gaza","IT.NET.USER.P2","1995",0
"9498","World","IT.NET.USER.P2","1995",0.7823126741
"9499","Samoa","IT.NET.USER.P2","1995",0
"9500","Yemen, Rep.","IT.NET.USER.P2","1995",0
"9501","South Africa","IT.NET.USER.P2","1995",0.6767401042
"9502","Congo, Dem. Rep.","IT.NET.USER.P2","1995",0
"9503","Zambia","IT.NET.USER.P2","1995",0.008783623023
"9504","Zimbabwe","IT.NET.USER.P2","1995",0.00768353992
"9505","Aruba","IT.NET.USER.P2","1996",2.768382663
"9506","Andorra","IT.NET.USER.P2","1996",1.526601023
"9507","Afghanistan","IT.NET.USER.P2","1996",0
"9508","Angola","IT.NET.USER.P2","1996",0.0007759285246
"9509","Albania","IT.NET.USER.P2","1996",0.03219682823
"9510","Arab World","IT.NET.USER.P2","1996",0.03776068843
"9511","United Arab Emirates","IT.NET.USER.P2","1996",0.3753935343
"9512","Argentina","IT.NET.USER.P2","1996",0.1419547044
"9513","Armenia","IT.NET.USER.P2","1996",0.09457290247
"9514","American Samoa","IT.NET.USER.P2","1996",0
"9515","Antigua and Barbuda","IT.NET.USER.P2","1996",2.858449577
"9516","Australia","IT.NET.USER.P2","1996",3.27524987
"9517","Austria","IT.NET.USER.P2","1996",6.909162353
"9518","Azerbaijan","IT.NET.USER.P2","1996",0.006354584547
"9519","Burundi","IT.NET.USER.P2","1996",0.0008035921211
"9520","Belgium","IT.NET.USER.P2","1996",2.968411647
"9521","Benin","IT.NET.USER.P2","1996",0.001693100193
"9522","Burkina Faso","IT.NET.USER.P2","1996",0.0009605185571
"9523","Bangladesh","IT.NET.USER.P2","1996",0
"9524","Bulgaria","IT.NET.USER.P2","1996",0.7252511666
"9525","Bahrain","IT.NET.USER.P2","1996",0.8432542192
"9526","Bahamas, The","IT.NET.USER.P2","1996",1.746950698
"9527","Bosnia and Herzegovina","IT.NET.USER.P2","1996",0.01512556335
"9528","Belarus","IT.NET.USER.P2","1996",0.02929829414
"9529","Belize","IT.NET.USER.P2","1996",0.8828073273
"9530","Bermuda","IT.NET.USER.P2","1996",16.20246602
"9531","Bolivia","IT.NET.USER.P2","1996",0.1960811739
"9532","Brazil","IT.NET.USER.P2","1996",0.4507891789
"9533","Barbados","IT.NET.USER.P2","1996",0.3894642141
"9534","Brunei Darussalam","IT.NET.USER.P2","1996",3.303349927
"9535","Bhutan","IT.NET.USER.P2","1996",0
"9536","Botswana","IT.NET.USER.P2","1996",0.1574542296
"9537","Central African Republic","IT.NET.USER.P2","1996",0.005849502822
"9538","Canada","IT.NET.USER.P2","1996",6.76023965
"9539","Central Europe and the Baltics","IT.NET.USER.P2","1996",1.068195153
"9540","Switzerland","IT.NET.USER.P2","1996",4.549656748
"9541","Channel Islands","IT.NET.USER.P2","1996",0
"9542","Chile","IT.NET.USER.P2","1996",0.6834756102
"9543","China","IT.NET.USER.P2","1996",0.0130816918
"9544","Cote d'Ivoire","IT.NET.USER.P2","1996",0.008409779849
"9545","Cameroon","IT.NET.USER.P2","1996",0
"9546","Congo, Rep.","IT.NET.USER.P2","1996",0.003526860392
"9547","Colombia","IT.NET.USER.P2","1996",0.3300177727
"9548","Comoros","IT.NET.USER.P2","1996",0
"9549","Cabo Verde","IT.NET.USER.P2","1996",0
"9550","Costa Rica","IT.NET.USER.P2","1996",0.8410570405
"9551","Caribbean small states","IT.NET.USER.P2","1996",0.5544487855
"9552","Cuba","IT.NET.USER.P2","1996",0.03194900136
"9553","Curacao","IT.NET.USER.P2","1996",0
"9554","Cayman Islands","IT.NET.USER.P2","1996",0
"9555","Cyprus","IT.NET.USER.P2","1996",0.6733435412
"9556","Czech Republic","IT.NET.USER.P2","1996",1.940378193
"9557","Germany","IT.NET.USER.P2","1996",3.054805234
"9558","Djibouti","IT.NET.USER.P2","1996",0.03116624073
"9559","Dominica","IT.NET.USER.P2","1996",1.165518146
"9560","Denmark","IT.NET.USER.P2","1996",5.714987841
"9561","Dominican Republic","IT.NET.USER.P2","1996",0.07498705264
"9562","Algeria","IT.NET.USER.P2","1996",0.001738533226
"9563","East Asia & Pacific (excluding high income)","IT.NET.USER.P2","1996",0.03370922342
"9564","Early-demographic dividend","IT.NET.USER.P2","1996",0.08064084208
"9565","East Asia & Pacific","IT.NET.USER.P2","1996",0.4647337404
"9566","Europe & Central Asia (excluding high income)","IT.NET.USER.P2","1996",0.1885002917
"9567","Europe & Central Asia","IT.NET.USER.P2","1996",1.8426144
"9568","Ecuador","IT.NET.USER.P2","1996",0.08616127564
"9569","Egypt, Arab Rep.","IT.NET.USER.P2","1996",0.06146689894
"9570","Euro area","IT.NET.USER.P2","1996",2.881471769
"9571","Eritrea","IT.NET.USER.P2","1996",0
"9572","Spain","IT.NET.USER.P2","1996",1.331847404
"9573","Estonia","IT.NET.USER.P2","1996",3.525111129
"9574","Ethiopia","IT.NET.USER.P2","1996",0.001703448289
"9575","European Union","IT.NET.USER.P2","1996",2.80552366
"9576","Fragile and conflict affected situations","IT.NET.USER.P2","1996",0
"9577","Finland","IT.NET.USER.P2","1996",16.78007526
"9578","Fiji","IT.NET.USER.P2","1996",0.06443714157
"9579","France","IT.NET.USER.P2","1996",2.584033979
"9580","Faroe Islands","IT.NET.USER.P2","1996",2.318786811
"9581","Micronesia, Fed. Sts.","IT.NET.USER.P2","1996",0.2780377946
"9582","Gabon","IT.NET.USER.P2","1996",0
"9583","United Kingdom","IT.NET.USER.P2","1996",4.123650336
"9584","Georgia","IT.NET.USER.P2","1996",0.04006541882
"9585","Ghana","IT.NET.USER.P2","1996",0.005648762969
"9586","Gibraltar","IT.NET.USER.P2","1996",0
"9587","Guinea","IT.NET.USER.P2","1996",0.00194894188
"9588","Gambia, The","IT.NET.USER.P2","1996",0.03550736023
"9589","Guinea-Bissau","IT.NET.USER.P2","1996",0
"9590","Equatorial Guinea","IT.NET.USER.P2","1996",0
"9591","Greece","IT.NET.USER.P2","1996",1.395360779
"9592","Grenada","IT.NET.USER.P2","1996",0.2980329823
"9593","Greenland","IT.NET.USER.P2","1996",1.796719191
"9594","Guatemala","IT.NET.USER.P2","1996",0.01953487082
"9595","Guam","IT.NET.USER.P2","1996",1.356106888
"9596","Guyana","IT.NET.USER.P2","1996",0.0658541147
"9597","High income","IT.NET.USER.P2","1996",6.674940656
"9598","Hong Kong SAR, China","IT.NET.USER.P2","1996",4.748838672
"9599","Honduras","IT.NET.USER.P2","1996",0.04371124561
"9600","Heavily indebted poor countries (HIPC)","IT.NET.USER.P2","1996",0.008727644622
"9601","Croatia","IT.NET.USER.P2","1996",0.8589823679
"9602","Haiti","IT.NET.USER.P2","1996",0.007484253131
"9603","Hungary","IT.NET.USER.P2","1996",0.9692395356
"9604","IBRD only","IT.NET.USER.P2","1996",0.1129348388
"9605","IDA & IBRD total","IT.NET.USER.P2","1996",0.09338655997
"9606","IDA total","IT.NET.USER.P2","1996",0.008175379956
"9607","IDA blend","IT.NET.USER.P2","1996",0.01155557922
"9608","Indonesia","IT.NET.USER.P2","1996",0.05662398874
"9609","IDA only","IT.NET.USER.P2","1996",0
"9610","Isle of Man","IT.NET.USER.P2","1996",0
"9611","India","IT.NET.USER.P2","1996",0.04633397674
"9612","Not classified","IT.NET.USER.P2","1996",0
"9613","Ireland","IT.NET.USER.P2","1996",2.199301832
"9614","Iran, Islamic Rep.","IT.NET.USER.P2","1996",0.01582608024
"9615","Iraq","IT.NET.USER.P2","1996",0
"9616","Iceland","IT.NET.USER.P2","1996",14.80647932
"9617","Israel","IT.NET.USER.P2","1996",2.1683676
"9618","Italy","IT.NET.USER.P2","1996",1.023289903
"9619","Jamaica","IT.NET.USER.P2","1996",0.5911458417
"9620","Jordan","IT.NET.USER.P2","1996",0.04493854878
"9621","Japan","IT.NET.USER.P2","1996",4.372981968
"9622","Kazakhstan","IT.NET.USER.P2","1996",0.031824512
"9623","Kenya","IT.NET.USER.P2","1996",0.008839114851
"9624","Kyrgyz Republic","IT.NET.USER.P2","1996",0
"9625","Cambodia","IT.NET.USER.P2","1996",0
"9626","Kiribati","IT.NET.USER.P2","1996",0
"9627","St. Kitts and Nevis","IT.NET.USER.P2","1996",1.945569823
"9628","Korea, Rep.","IT.NET.USER.P2","1996",1.624237192
"9629","Kosovo","IT.NET.USER.P2","1996",0
"9630","Kuwait","IT.NET.USER.P2","1996",0.8556623169
"9631","Latin America & Caribbean (excluding high income)","IT.NET.USER.P2","1996",0.283597506
"9632","Lao PDR","IT.NET.USER.P2","1996",0
"9633","Lebanon","IT.NET.USER.P2","1996",0.1401669388
"9634","Liberia","IT.NET.USER.P2","1996",0
"9635","Libya","IT.NET.USER.P2","1996",0
"9636","St. Lucia","IT.NET.USER.P2","1996",0.6704659739
"9637","Latin America & Caribbean","IT.NET.USER.P2","1996",0.3087232563
"9638","Least developed countries: UN classification","IT.NET.USER.P2","1996",0
"9639","Low income","IT.NET.USER.P2","1996",0.003233657612
"9640","Liechtenstein","IT.NET.USER.P2","1996",0
"9641","Sri Lanka","IT.NET.USER.P2","1996",0.05446449851
"9642","Lower middle income","IT.NET.USER.P2","1996",0.03923605656
"9643","Low & middle income","IT.NET.USER.P2","1996",0.07866903907
"9644","Lesotho","IT.NET.USER.P2","1996",0.002845939613
"9645","Late-demographic dividend","IT.NET.USER.P2","1996",0.1406287207
"9646","Lithuania","IT.NET.USER.P2","1996",0.2774212914
"9647","Luxembourg","IT.NET.USER.P2","1996",5.551653306
"9648","Latvia","IT.NET.USER.P2","1996",0.8127170717
"9649","Macao SAR, China","IT.NET.USER.P2","1996",0.7272735981
"9650","St. Martin (French part)","IT.NET.USER.P2","1996",0
"9651","Morocco","IT.NET.USER.P2","1996",0.005675444236
"9652","Monaco","IT.NET.USER.P2","1996",0
"9653","Moldova","IT.NET.USER.P2","1996",0.004643901025
"9654","Madagascar","IT.NET.USER.P2","1996",0.003695195721
"9655","Maldives","IT.NET.USER.P2","1996",0.2269300897
"9656","Middle East & North Africa","IT.NET.USER.P2","1996",0.08442336617
"9657","Mexico","IT.NET.USER.P2","1996",0.2004062803
"9658","Marshall Islands","IT.NET.USER.P2","1996",0.03705943163
"9659","Middle income","IT.NET.USER.P2","1996",0.0843670403
"9660","Macedonia, FYR","IT.NET.USER.P2","1996",0.07599573411
"9661","Mali","IT.NET.USER.P2","1996",0.002055228089
"9662","Malta","IT.NET.USER.P2","1996",1.051527475
"9663","Myanmar","IT.NET.USER.P2","1996",0
"9664","Middle East & North Africa (excluding high income)","IT.NET.USER.P2","1996",0.0258900856
"9665","Montenegro","IT.NET.USER.P2","1996",0
"9666","Mongolia","IT.NET.USER.P2","1996",0.01816074933
"9667","Northern Mariana Islands","IT.NET.USER.P2","1996",0
"9668","Mozambique","IT.NET.USER.P2","1996",0.003042978789
